,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
10,"[131, 0, 0, 0, 0, 0]","[772, 1, 19, 4, 2, 20]","[796, 8, 70, 15, 17, 17]","[793, 20, 70, 9, 15, 5]","[754, 1, 27, 2, 1, 13]","[161, 2, 11, 0, 0, 3]","[334, 3, 37, 5, 3, 3]","[356, 0, 11, 1, 0, 7]","[551, 4, 29, 9, 4, 16]","[165, 6, 8, 16, 8, 0]","[569, 1, 11, 1, 10, 18]","[166, 1, 7, 2, 1, 6]","[50, 0, 0, 0, 0, 0]","[601, 7, 22, 3, 0, 8]","[747, 7, 22, 1, 2, 6]","[546, 3, 5, 0, 1, 3]","[412, 11, 8, 0, 1, 14]","[301, 5, 4, 0, 1, 13]","[291, 2, 0, 0, 0, 3]","[30, 0, 0, 0, 0, 0]","[249, 2, 0, 1, 2, 0]","[812, 5, 33, 0, 2, 7]","[1223, 3, 5, 1, 0, 2]","[370, 0, 3, 0, 1, 18]","[1258, 5, 34, 6, 3, 22]","[954, 3, 11, 1, 2, 23]","[193, 6, 8, 1, 2, 4]","[215, 6, 5, 0, 0, 0]","[708, 12, 77, 6, 6, 18]","[984, 8, 50, 7, 11, 7]","[269, 8, 29, 1, 3, 14]","[660, 6, 58, 5, 14, 12]","[201, 3, 6, 0, 2, 4]","[17, 3, 6, 1, 1, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[8143, 70, 325, 30, 49, 131]"
11,"[162, 0, 0, 0, 0, 4]","[155, 0, 5, 3, 2, 12]","[415, 5, 76, 1, 2, 13]","[209, 4, 49, 9, 11, 2]","[279, 5, 30, 10, 5, 7]","[612, 6, 27, 14, 8, 4]","[1242, 5, 47, 6, 4, 24]","[488, 1, 13, 4, 2, 6]","[1446, 15, 83, 46, 28, 28]","[173, 8, 32, 7, 5, 2]","[546, 18, 33, 3, 7, 8]","[492, 3, 3, 1, 1, 2]","[592, 14, 14, 1, 0, 13]","[390, 12, 13, 0, 3, 6]","[749, 12, 27, 3, 4, 15]","[118, 2, 5, 2, 3, 12]","[508, 21, 7, 1, 2, 4]","[101, 13, 4, 1, 2, 0]","[546, 3, 3, 0, 3, 0]","[85, 6, 5, 0, 0, 6]","[854, 9, 5, 0, 0, 7]","[819, 1, 13, 0, 1, 10]","[725, 7, 10, 5, 0, 1]","[107, 1, 23, 1, 2, 0]","[1289, 9, 46, 4, 6, 24]","[877, 3, 3, 2, 2, 8]","[1015, 6, 22, 3, 2, 7]","[1462, 2, 53, 3, 3, 17]","[785, 5, 43, 4, 3, 12]","[671, 3, 12, 4, 1, 6]","[731, 10, 35, 1, 4, 9]","[321, 10, 33, 3, 2, 9]","[160, 4, 9, 0, 2, 4]","[193, 9, 20, 0, 1, 5]","[29, 0, 3, 0, 0, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[10123, 85, 335, 30, 29, 126]"
12,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[127, 0, 1, 1, 0, 6]","[263, 0, 4, 2, 3, 0]","[261, 0, 2, 2, 2, 2]","[511, 0, 5, 1, 2, 7]","[262, 3, 13, 1, 0, 7]","[451, 14, 51, 37, 19, 6]","[524, 37, 47, 12, 5, 5]","[777, 9, 33, 4, 0, 21]","[452, 0, 3, 0, 2, 2]","[962, 3, 5, 1, 1, 9]","[179, 5, 14, 0, 0, 5]","[177, 4, 16, 1, 3, 2]","[71, 2, 4, 0, 0, 6]","[1763, 115, 81, 0, 16, 19]","[524, 13, 15, 0, 2, 2]","[1278, 37, 18, 1, 0, 6]","[692, 23, 10, 1, 2, 2]","[888, 5, 8, 0, 0, 15]","[359, 11, 9, 2, 4, 4]","[381, 9, 14, 2, 1, 2]","[819, 8, 19, 4, 4, 17]","[208, 1, 6, 0, 1, 2]","[1649, 2, 15, 0, 1, 4]","[1931, 7, 40, 9, 13, 29]","[633, 0, 11, 2, 1, 8]","[1047, 4, 42, 3, 1, 16]","[258, 1, 14, 0, 3, 12]","[439, 6, 17, 2, 3, 2]","[877, 1, 42, 3, 8, 25]","[182, 4, 23, 2, 7, 13]","[1122, 20, 81, 18, 9, 25]","[482, 21, 54, 6, 7, 11]","[88, 0, 5, 1, 1, 0]","[19, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[12075, 123, 410, 55, 66, 187]"
13,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[57, 0, 12, 1, 0, 4]","[315, 1, 4, 0, 1, 4]","[95, 3, 11, 1, 0, 0]","[522, 2, 6, 1, 3, 15]","[347, 4, 10, 1, 0, 10]","[879, 6, 10, 0, 0, 2]","[265, 12, 21, 1, 1, 3]","[643, 7, 18, 1, 1, 8]","[254, 13, 6, 0, 0, 10]","[1556, 78, 49, 1, 7, 36]","[265, 7, 6, 0, 0, 3]","[507, 1, 2, 0, 1, 21]","[19, 0, 0, 0, 0, 0]","[238, 9, 2, 3, 2, 9]","[1775, 28, 68, 3, 2, 22]","[693, 14, 12, 1, 1, 7]","[1053, 5, 36, 2, 2, 31]","[815, 0, 19, 0, 3, 14]","[918, 15, 50, 4, 6, 21]","[1684, 24, 34, 1, 1, 20]","[295, 1, 6, 1, 2, 2]","[2267, 11, 101, 2, 5, 25]","[629, 4, 11, 4, 3, 9]","[1736, 6, 53, 8, 7, 49]","[157, 1, 4, 1, 3, 4]","[368, 1, 6, 6, 2, 3]","[280, 3, 16, 1, 2, 7]","[203, 19, 7, 1, 0, 4]","[224, 5, 5, 0, 2, 8]","[53, 0, 0, 0, 2, 2]","[127, 3, 20, 0, 0, 2]","[42, 10, 2, 0, 0, 0]","[13576, 159, 452, 38, 45, 239]"
14,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[48, 1, 0, 0, 0, 2]","[584, 11, 17, 1, 0, 11]","[143, 1, 9, 0, 0, 8]","[893, 12, 17, 0, 0, 19]","[1103, 14, 11, 0, 2, 20]","[348, 2, 2, 0, 0, 4]","[135, 2, 4, 0, 0, 7]","[442, 5, 7, 3, 2, 14]","[429, 7, 9, 3, 1, 4]","[793, 4, 11, 0, 5, 25]","[682, 14, 25, 5, 10, 14]","[557, 8, 51, 1, 1, 9]","[640, 2, 26, 2, 2, 14]","[318, 1, 5, 1, 1, 11]","[197, 1, 8, 1, 1, 4]","[961, 1, 12, 0, 0, 10]","[1110, 3, 12, 3, 4, 3]","[1082, 1, 14, 2, 1, 23]","[802, 1, 15, 3, 4, 16]","[246, 0, 9, 2, 1, 12]","[297, 7, 11, 1, 3, 2]","[431, 3, 20, 4, 2, 6]","[93, 5, 11, 1, 1, 4]","[141, 3, 7, 2, 2, 0]","[222, 1, 6, 0, 5, 6]","[541, 3, 15, 0, 2, 11]","[23, 4, 0, 0, 1, 2]","[10014, 74, 274, 34, 49, 190]"
15,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[16, 0, 0, 0, 0, 0]","[281, 1, 4, 0, 0, 6]","[97, 0, 4, 0, 0, 6]","[248, 2, 4, 0, 0, 4]","[292, 4, 10, 1, 4, 10]","[173, 1, 1, 0, 0, 0]","[454, 3, 7, 0, 2, 0]","[359, 3, 16, 0, 1, 0]","[277, 2, 8, 0, 0, 10]","[941, 1, 26, 0, 1, 8]","[965, 1, 39, 2, 4, 26]","[622, 4, 38, 0, 1, 18]","[380, 1, 18, 0, 0, 6]","[422, 0, 2, 1, 1, 3]","[229, 0, 20, 3, 4, 3]","[699, 12, 44, 9, 11, 9]","[546, 4, 32, 9, 8, 0]","[406, 3, 12, 2, 1, 7]","[95, 3, 6, 1, 3, 4]","[173, 2, 21, 1, 2, 5]","[39, 0, 0, 1, 0, 5]","[48, 0, 0, 0, 0, 4]","[0, 0, 0, 0, 0, 0]","[7368, 46, 304, 30, 43, 122]"
16,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[187, 0, 0, 1, 0, 4]","[316, 0, 1, 0, 2, 0]","[486, 1, 10, 0, 0, 20]","[549, 2, 11, 0, 0, 7]","[919, 3, 15, 0, 1, 0]","[301, 1, 7, 1, 1, 1]","[282, 4, 13, 1, 1, 16]","[266, 3, 4, 1, 1, 2]","[425, 0, 9, 1, 0, 4]","[274, 3, 10, 0, 2, 4]","[250, 2, 19, 4, 5, 2]","[152, 1, 10, 1, 6, 2]","[52, 0, 0, 0, 0, 2]","[32, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[4491, 21, 109, 10, 19, 64]"
17,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[46, 0, 0, 0, 0, 5]","[254, 0, 5, 0, 0, 0]","[341, 2, 2, 0, 1, 2]","[95, 0, 4, 0, 0, 0]","[779, 2, 20, 0, 0, 23]","[85, 0, 2, 0, 2, 4]","[14, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[50, 0, 0, 0, 1, 0]","[12, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1676, 4, 34, 1, 4, 35]"
18,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[113, 0, 0, 0, 0, 2]","[88, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 5]","[1, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[202, 0, 0, 0, 0, 11]"
19,"[294, 0, 0, 0, 0, 4]","[1360, 7, 53, 9, 9, 36]","[1558, 23, 193, 22, 23, 41]","[1285, 31, 144, 20, 30, 30]","[1454, 10, 87, 16, 12, 30]","[1351, 16, 72, 21, 17, 10]","[2265, 9, 101, 16, 10, 36]","[1274, 5, 63, 7, 2, 27]","[3091, 43, 199, 95, 56, 57]","[1763, 68, 152, 40, 27, 19]","[2693, 33, 97, 11, 20, 73]","[2574, 21, 65, 8, 8, 36]","[3310, 29, 39, 4, 2, 31]","[4107, 68, 146, 23, 8, 38]","[2792, 57, 113, 16, 16, 44]","[2442, 41, 44, 2, 4, 50]","[6104, 269, 173, 2, 28, 111]","[3093, 70, 56, 1, 6, 34]","[3069, 53, 33, 1, 4, 51]","[1819, 38, 26, 4, 4, 26]","[2986, 36, 35, 8, 9, 47]","[5071, 51, 135, 6, 14, 78]","[5883, 53, 79, 14, 18, 65]","[4385, 29, 164, 9, 12, 101]","[5647, 26, 163, 13, 18, 104]","[8702, 59, 142, 9, 17, 106]","[8352, 52, 188, 24, 30, 122]","[5737, 30, 211, 9, 11, 93]","[7038, 50, 352, 25, 25, 90]","[5444, 22, 143, 20, 20, 89]","[5167, 39, 214, 19, 33, 112]","[3376, 32, 211, 29, 44, 73]","[1906, 24, 97, 19, 30, 30]","[2501, 41, 155, 26, 16, 58]","[1016, 49, 81, 9, 13, 27]","[638, 10, 38, 4, 7, 13]","[333, 1, 6, 1, 7, 13]","[717, 6, 35, 0, 2, 17]","[65, 14, 2, 0, 1, 2]","[76790, 662, 2477, 248, 331, 1266]"
